DC/WE30-08SSP,DC3/WE30-01SSP,DC3/WE30-02SSP,DC3/WE30-03SSP,DC3/WE30-04SSP,LB/WE30-28SSP,LB/WE30-29SSP,LB/WE30-30SSP,LB/WE30-31SSP,LB/WE30-37SSP,DC/WE30-08SP,DC3/WE30-01SP,DC3/WE30-02SP,DC3/WE30-03SP,DC3/WE30-04SP,LB/WE30-28SP,LB/WE30-29SP,LB/WE30-30SP,LB/WE30-31SP,LB/WE30-37SP,DC/WE30-06,DC/WE30-07,DC/WE30-08,DC/WE30-09,DC/WE30-10,DC3/WE30-01,DC3/WE30-02,DC3/WE30-03,DC3/WE30-04,DC3/WE30-05,LB/WE30-28,LB/WE30-29,LB/WE30-30,LB/WE30-31,LB/WE30-32,LB/WE30-33,LB/WE30-34,LB/WE30-35,LB/WE30-36,LB/WE30-37,DC/WE30-14,DC/WE30-15,DC/WE30-16,DC/WE30-17,DC/WE30-18,DC3/WE30-11,DC3/WE30-12,DC3/WE30-13,LB/WE30-38,LB/WE30-39,LB/WE30-40,LB/WE30-41,LB/WE30-42,LB/WE30-43,LB/WE30-44,LB/WE30-45,DC/WE30-19,DC/WE30-20,DC/WE30-21,DC/WE30-22,DC/WE30-23,DC/WE30-24,DC/WE30-25,DC/WE30-26,DC/WE30-27,LB/WE30-46,LB/WE30-47,LB/WE30-48,LB/WE30-49,LB/WE30-50,LB/WE30-51,LB/WE30-52,LB/WE30-53,LB/WE30-54,DC/WE30-P03,DC/WE30-P05,DC3/WE30-P01,LB/WE30-P02,LB/WE30-P04,LB/WE30-P06
5980,19800,12800,9980,14800,14800,4980,12800,9980,5980,1980,4980,2480,2480,2980,5980,2480,4980,3980,2480,980,2980,100,100,500,780,400,300,300,200,780,300,500,400,780,1480,150,200,680,200,30,100,30,30,100,200,30,100,200,150,100,150,100,100,150,100,980,30,300,30,50,100,50,100,300,780,150,300,1480,150,100,500,500,300,300,500,680,580,780,780
